# ID  RA  Dec z     Mstar         SFR     sSFR      deltaMS1   deltaMS2   deltaMS3    deltaMS4    deltaGas  cosmoAge Source            Survey_or_Galaxy_Type Method Survey_Number
  494 0.0 0.0 0.701 3.98108E11    25.1189 0.0630957 -0.461108  -0.559726  0.0384093   -0.635916   0.0794328 7.16541  810344            PHIBSS2               CO     2            
  495 0.0 0.0 0.701 1.25893001E11 25.1189 0.199526  -0.134258  -0.164726  0.0430236   -0.135916   0.199526  7.16541  823380            PHIBSS2               CO     2            
  496 0.0 0.0 0.702 3.1622801E11  19.9526 0.0630957 -0.496773  -0.581434  -0.0737403  -0.636636   0.0398108 7.15993  838956            PHIBSS2               CO     2            
  497 0.0 0.0 0.702 5.0118701E10  19.9526 0.398107  0.0263003  0.050566   0.0539491   0.163364    0.199526  7.15993  837919            PHIBSS2               CO     2            
  498 0.0 0.0 0.702 7.9432802E10  39.8107 0.501188  0.195532   0.192566   0.286027    0.263365    0.398108  7.15993  822965            PHIBSS2               CO     2            
  499 0.0 0.0 0.71  7.9432802E10  6.30957 0.0794329 -0.612037  -0.613088  -0.520688   -0.542378   0.199526  7.11628  G4-9743           PHIBSS2               CO     2            
  503 0.0 0.0 0.732 7.9432802E10  79.4328 1.0       0.467509   0.471477   0.561086    0.541965    0.501188  6.99832  G4-21351          PHIBSS2               CO     2            
  504 0.0 0.0 0.735 1.25892997E10 10.0    0.794328  0.0915231  0.201384   0.0843243   0.439845    1.58489   6.98246  G4-31909          PHIBSS2               CO     2            
  505 0.0 0.0 0.738 9.9999998E10  12.5893 0.125893  -0.403868  -0.411704  -0.270149   -0.36227    0.0501187 6.96666  G4-26964          PHIBSS2               CO     2            
  506 0.0 0.0 0.749 1.58489002E11 31.6228 0.199526  -0.146056  -0.177336  0.0850308   -0.169997   0.158489  6.90918  824759            PHIBSS2               CO     2            
  507 0.0 0.0 0.749 2.51187999E10 12.5893 0.501188  -0.0177673 0.0546645  -0.0290833  0.230003    0.316228  6.90918  824627            PHIBSS2               CO     2            
  508 0.0 0.0 0.755 2.51187999E10 31.6228 1.25893   0.377252   0.450519   0.367193    0.625809    1.0       6.87813  G3-8538           PHIBSS2               CO     2            
  509 0.0 0.0 0.756 1.58488996E10 12.5893 0.794329  0.108687   0.20783    0.0985658   0.425111    0.316228  6.87298  G3-10745          PHIBSS2               CO     2            
  511 0.0 0.0 0.761 3.16227994E10 50.1187 1.58489   0.506108   0.567387   0.506308    0.721629    0.501187  6.84729  GN3-9335          PHIBSS2               CO     2            
  512 0.0 0.0 0.768 3.16227994E10 15.8489 0.501187  2.87588E-4 0.0625814  0.00175603  0.21677     0.398108  6.81158  GN3-8798          PHIBSS2               CO     2            
  513 0.0 0.0 0.768 6.30958E10    19.9526 0.316228  -0.0985823 -0.0744188 -0.0345629  0.01677     0.251188  6.81158  G3-11378          PHIBSS2               CO     2            
  514 0.0 0.0 0.778 1.9952599E10  12.5893 0.630957  0.0248952  0.113746   0.0169169   0.309862    0.630958  6.76106  GN3-7668          PHIBSS2               CO     2            
  515 0.0 0.0 0.779 3.16227994E10 19.9526 0.630957  0.0912328  0.155065   0.0946609   0.309174    0.630958  6.75603  GN3-5385          PHIBSS2               CO     2            
  516 0.0 0.0 0.78  5.0118701E10  31.6228 0.630958  0.157522   0.196384   0.196259    0.308486    1.0       6.75102  GN3-8738          PHIBSS2               CO     2            
  517 0.0 0.0 0.783 2.51187999E10 31.6228 1.25893   0.354456   0.431342   0.350089    0.606424    0.630958  6.73601  GN3-10807         PHIBSS2               CO     2            
  518 0.0 0.0 0.788 3.16227994E10 19.9526 0.630957  0.0839093  0.148946   0.0889084   0.302994    0.794328  6.7111   GN3-4568          PHIBSS2               CO     2            
  521 0.0 0.0 1.002 1.58489002E11 25.1189 0.158489  -0.453472  -0.441219  -0.225997   -0.435458   0.0794329 5.7645   GN3-5525          PHIBSS2               CO     2            
  522 0.0 0.0 1.002 2.51187999E10 31.6228 1.25893   0.198626   0.290782   0.230298    0.464542    1.25893   5.7645   EGS12024866       PHIBSS1               CO     1            
  523 0.0 0.0 1.007 7.9432802E10  19.9526 0.251189  -0.349834  -0.307233  -0.240673   -0.238513   0.316228  5.7449   GN3-4866          PHIBSS2               CO     2            
  524 0.0 0.0 1.012 1.25893001E11 199.526 1.58489   0.508556   0.53176    0.690329    0.558439    0.794328  5.7254   EGS13011155       PHIBSS1               CO     1            
  525 0.0 0.0 1.013 3.1622801E11  19.9526 0.0630957 -0.768633  -0.78484   -0.369965   -0.842169   0.1       5.72152  G3-5654           PHIBSS2               CO     2            
  526 0.0 0.0 1.013 2.51188003E11 125.893 0.501188  0.100491   0.0941607  0.435929    0.057831    0.251189  5.72152  GN3-3310          PHIBSS2               CO     2            
  527 0.0 0.0 1.014 9.9999998E10  39.8107 0.398107  -0.123697  -0.0904393 0.0188192   -0.0427775  0.630958  5.71763  EGS13004684       PHIBSS1               CO     1            
  530 0.0 0.0 1.017 2.51188003E11 50.1187 0.199526  -0.302399  -0.308236  0.032674    -0.3446     0.199526  5.70601  GN3-4649          PHIBSS2               CO     2            
  531 0.0 0.0 1.017 6.30958E10    158.489 2.51189   0.612586   0.665763   0.694813    0.755399    1.99526   5.70601  EGS120043_51      PHIBSS1               CO     1            
  532 0.0 0.0 1.02  5.0118701E10  25.1189 0.501187  -0.120198  -0.057031  -0.058922   0.0535795   0.630958  5.69442  GN3-8712          PHIBSS2               CO     2            
  533 0.0 0.0 1.023 3.9810802E10  100.0   2.51188   0.547083   0.620177   0.593541    0.751761    1.58489   5.68287  EGS_12004280      PHIBSS1               CO     1            
  534 0.0 0.0 1.026 9.9999998E10  50.1187 0.501187  -0.0318406 0.00238961 0.110636    0.049947    0.316228  5.67136  EGS_12004754      PHIBSS1               CO     1            
  535 0.0 0.0 1.03  3.9810802E10  50.1187 1.25892   0.242643   0.31601    0.28969     0.447531    0.794328  5.65606  EGS_13017973      PHIBSS1               CO     1            
  536 0.0 0.0 1.037 7.9432802E10  316.228 3.98108   0.830147   0.87486    0.939864    0.943316    1.0       5.62945  EGS_13017707      PHIBSS1               CO     1            
  538 0.0 0.0 1.053 3.9810802E10  31.6228 0.794328  0.0282841  0.102435   0.0771899   0.233733    1.25892   5.56935  EGS_13017843      PHIBSS1               CO     1            
  543 0.0 0.0 1.098 7.9432802E10  63.0957 0.794329  0.0913278  0.139398   0.201621    0.207179    0.630958  5.40558  EGS13011439       PHIBSS1               CO     1            
  544 0.0 0.0 1.104 9.9999998E10  158.489 1.58489   0.417639   0.456978   0.559179    0.503681    0.794328  5.38431  EGS_13_03_3_624   PHIBSS1               CO     1            
  545 0.0 0.0 1.105 6.30958E10    31.6228 0.501187  -0.142963  -0.0855909 -0.0578522  0.00309905  1.0       5.38078  EGS13018312       PHIBSS1               CO     1            
  546 0.0 0.0 1.105 6.30958E10    50.1187 0.794328  0.0570371  0.114409   0.142148    0.203099    0.794328  5.38078  EGS13019114       PHIBSS1               CO     1            
  547 0.0 0.0 1.117 9.9999998E10  125.893 1.25893   0.309608   0.34961    0.450884    0.396137    1.25893   5.33868  EGS12012083       PHIBSS1               CO     1            
  548 0.0 0.0 1.12  1.58489002E11 79.4328 0.501187  -0.0325228 -0.0100817 0.188446    -0.0055968  0.501187  5.32824  EGS13035123       PHIBSS1               CO     1            
  549 0.0 0.0 1.159 2.51187999E10 100.0   3.98108   0.607333   0.700196   0.65734     0.872078    0.630958  5.19534  EGS_12028325      PHIBSS1               CO     1            
  550 0.0 0.0 1.168 1.25893001E11 31.6228 0.251188  -0.391458  -0.357746  -0.215646   -0.333017   0.199526  5.16541  EGS13034445       PHIBSS1               CO     1            
  551 0.0 0.0 1.17  5.0118701E10  100.0   1.99526   0.38971    0.457161   0.458216    0.565854    1.25893   5.1588   EGS12007881       PHIBSS1               CO     1            
  553 0.0 0.0 1.173 9.9999998E10  50.1187 0.501187  -0.123794  -0.0814784 0.0160244   -0.0358382  0.398108  5.1489   EGS13011148       PHIBSS1               CO     1            
  554 0.0 0.0 1.18  1.25893001E11 79.4328 0.630957  0.00148902 0.0357087  0.176678    0.0602224   0.794328  5.12592  EGS13017614       PHIBSS1               CO     1            
  556 0.0 0.0 1.193 3.16227994E10 63.0957 1.99526   0.31864    0.402672   0.371271    0.552941    1.0       5.08368  EGS13004661       PHIBSS1               CO     1            
  557 0.0 0.0 1.197 9.9999998E10  630.957 6.30957   0.962459   1.00552    1.1015      1.05071     3.16228   5.07079  EGS13004291       PHIBSS1               CO     1            
  561 0.0 0.0 1.227 9.9999998E10  63.0957 0.630957  -0.0542663 -0.0104698 0.0836899   0.0340991   0.1       4.97576  EGS13018076       PHIBSS1               CO     1            
  562 0.0 0.0 1.229 5.0118701E10  79.4328 1.58489   0.257873   0.325475   0.328117    0.433       0.630958  4.96952  EGS13018632       PHIBSS1               CO     1            
  563 0.0 0.0 1.232 1.58489002E11 199.526 1.25893   0.300787   0.328895   0.513514    0.331353    1.0       4.96019  EGS13003805       PHIBSS1               CO     1            
  564 0.0 0.0 1.241 1.25893001E11 125.893 0.999999  0.166919   0.20317    0.338619    0.226424    1.0       4.93236  EGS13026117       PHIBSS1               CO     1            
  566 0.0 0.0 1.282 3.16227994E10 79.4328 2.51189   0.373813   0.455983   0.432298    0.60422     1.0       4.80867  EGS12011767       PHIBSS1               CO     1            
  567 0.0 0.0 1.319 2.51187999E10 31.6228 1.25893   0.0280744  0.116328   0.0919716   0.284522    1.5849    4.70121  EGS13033731       PHIBSS1               CO     1            
  568 0.0 0.0 1.35  3.9810802E10  79.4328 1.99526   0.270091   0.343032   0.334272    0.468258    1.0       4.61408  EGS13019128       PHIBSS1               CO     1            
  569 0.0 0.0 1.352 6.30958E10    125.893 1.99526   0.325138   0.384055   0.411348    0.467217    0.501187  4.60854  EGS12023832       PHIBSS1               CO     1            
  570 0.0 0.0 1.374 5.0118701E10  125.893 2.51189   0.387036   0.452398   0.459407    0.555815    1.0       4.54837  EGS12015684       PHIBSS1               CO     1            
  571 0.0 0.0 1.38  3.9810802E10  158.489 3.98107   0.556527   0.628517   0.621517    0.752723    2.51188   4.53217  EGS12020405       PHIBSS1               CO     1            
  572 0.0 0.0 1.394 3.9810802E10  50.1187 1.25892   0.0503287  0.12184    0.115659    0.24554     0.630956  4.49474  EGS13042293       PHIBSS1               CO     1            
  573 0.0 0.0 1.397 7.9432802E10  100.0   1.25893   0.132008   0.183417   0.236609    0.244007    0.630958  4.48678  EGS4_24985        PHIBSS2               CO     2            
  574 0.0 0.0 1.398 6.30958E10    79.4328 1.25892   0.103889   0.161943   0.189406    0.243495    0.794328  4.48413  EGS_12024462      PHIBSS1               CO     1            
  578 0.0 0.0 1.441 9.9999998E10  199.526 1.99526   0.339579   0.383865   0.466602    0.421729    0.794328  4.37261  EGS_13034541(se)  PHIBSS1               CO     1            
  579 0.0 0.0 1.441 6.30958E10    79.4328 1.25892   0.0848416  0.141864   0.169506    0.221729    0.794328  4.37261  EGS13034339(ne)   PHIBSS1               CO     1            
  580 0.0 0.0 1.441 5.0118701E10  63.0957 1.25893   0.0574731  0.120865   0.129959    0.221729    0.316228  4.37261  EGS13034542(w)    PHIBSS1               CO     1            
  586 0.0 0.0 1.523 3.1622801E11  158.489 0.501187  -0.161522  -0.147877  0.162871    -0.218736   0.251188  4.17184  GN3-12718         PHIBSS2               CO     2            
  587 0.0 0.0 1.527 1.58489002E11 125.893 0.794328  -0.0437695 -0.012618  0.140547    -0.0206765  0.501187  4.16242  GN3-4642          PHIBSS2               CO     2            
  588 0.0 0.0 1.531 1.25893001E11 398.107 3.16227   0.527733   0.564645   0.677224    0.577386    1.99526   4.15304  EGS_13011166      PHIBSS1               CO     1            
  596 0.0 0.0 1.676 2.51188003E11 125.893 0.501188  -0.251229  -0.232206  -0.00248484 -0.29084    0.199526  3.83461  GN3-1457          PHIBSS2               CO     2            
  602 0.0 0.0 2.001 6.30958E10    630.957 9.99999   0.792898   0.827975   0.854634    0.950015    0.794328  3.24882  GN4-7693          PHIBSS2               CO     2            
  603 0.0 0.0 2.011 7.9432802E10  25.1189 0.316228  -0.685375  -0.654115  -0.616704   -0.553163   1.25893   3.23313  Q2343MD59         PHIBSS1               CO     1            
  604 0.0 0.0 2.013 3.1622801E11  794.328 2.51189   0.360472   0.371269   0.59961     0.346202    1.0       3.23001  GN4-19913         PHIBSS2               CO     2            
  605 0.0 0.0 2.024 3.16227994E10 100.0   3.16228   0.213706   0.257901   0.288483    0.44272     3.16228   3.21292  zC-401417         PHIBSS2               CO     2            
  606 0.0 0.0 2.027 7.9432802E10  199.526 2.51189   0.210318   0.240987   0.277847    0.341773    1.99526   3.20829  G3-1488           PHIBSS2               CO     2            
  607 0.0 0.0 2.032 6.30958E10    125.893 1.99526   0.0846605  0.118468   0.14473     0.240195    1.99526   3.20059  GN3-11864         PHIBSS2               CO     2            
  608 0.0 0.0 2.082 9.9999998E10  100.0   1.0       -0.179961  -0.154405  -0.104162   -0.0754318  1.0       3.12522  GN4-6877          PHIBSS2               CO     2            
  609 0.0 0.0 2.099 1.99526007E11 79.4328 0.398107  -0.512174  -0.496336  -0.366087   -0.480688   0.251188  3.10025  COS4-11363        PHIBSS2               CO     2            
  610 0.0 0.0 2.108 2.51187999E10 25.1189 1.0       -0.330819  -0.287919  -0.238063   -0.0834579  1.25893   3.08716  Q2343BX513        PHIBSS1               CO     1            
  612 0.0 0.0 2.169 3.9810802E10  79.4328 1.99526   0.00292885 0.0370261  0.0639039   0.197971    3.16228   3.00078  G3-3092           PHIBSS2               CO     2            
  613 0.0 0.0 2.169 1.9952599E10  125.893 6.30957   0.431523   0.474026   0.548616    0.697971    3.16228   3.00078  zC-407376         PHIBSS2               CO     2            
  614 0.0 0.0 2.176 1.25893001E11 158.489 1.25892   -0.079788  -0.05988   0.00414743  -0.00413742 0.501187  2.99111  Q2343BX442        PHIBSS1               CO     1            
  615 0.0 0.0 2.181 2.51187999E10 316.228 12.5893   0.752674   0.791765   0.846295    0.99436     1.5849    2.98425  ZC-407302         PHIBSS2               CO     2            
  616 0.0 0.0 2.182 3.16227994E10 251.189 7.94328   0.576208   0.612495   0.650364    0.79406     2.51188   2.98287  Q1623BX453        PHIBSS1               CO     1            
  617 0.0 0.0 2.183 3.9810802E10  158.489 3.98107   0.299736   0.333224   0.360391    0.493759    3.16228   2.9815   COS3-5780         PHIBSS2               CO     2            
  618 0.0 0.0 2.183 3.16227994E10 251.189 7.94328   0.575985   0.612224   0.650134    0.793759    1.58489   2.9815   COS3-20979        PHIBSS2               CO     2            
  619 0.0 0.0 2.186 6.30958E10    79.4328 1.25892   -0.15346   -0.125585  -0.101966   -0.00714091 0.794328  2.9774   HDFBX1439         PHIBSS1               CO     1            
  620 0.0 0.0 2.186 7.9432802E10  199.526 2.51189   0.170281   0.195415   0.22623     0.29286     1.5849    2.9774   G3-3111_G4-9447   PHIBSS2               CO     2            
  622 0.0 0.0 2.187 3.16227994E10 100.0   3.16228   0.175095   0.211145   0.249218    0.392559    3.16228   2.97604  GN3-11961         PHIBSS2               CO     2            
  623 0.0 0.0 2.19  7.9432802E10  50.1187 0.630958  -0.430664  -0.405661  -0.375011   -0.308339   0.794329  2.97195  Q1700BX691        PHIBSS1               CO     1            
  624 0.0 0.0 2.193 3.9810802E10  125.893 3.16227   0.197477   0.230533   0.257899    0.390762    1.25892   2.96786  GN3-9766          PHIBSS2               CO     2            
  625 0.0 0.0 2.195 3.9810802E10  501.187 12.5892   0.797029   0.829998   0.857403    0.990164    3.98107   2.96515  ZC406690          PHIBSS1               CO     1            
  627 0.0 0.0 2.208 1.9952599E10  125.893 6.30957   0.423129   0.463536   0.540648    0.686284    1.99526   2.94759  zC-412369         PHIBSS2               CO     2            
  628 0.0 0.0 2.211 9.9999998E10  199.526 1.99526   0.0880665  0.109742   0.152199    0.185391    1.99526   2.94356  Q2343BX610        PHIBSS1               CO     1            
  629 0.0 0.0 2.215 5.0118701E10  199.526 3.98107   0.316207   0.345687   0.368076    0.484202    1.99526   2.93821  GN3-9367          PHIBSS2               CO     2            
  630 0.0 0.0 2.223 3.9810802E10  125.893 3.16227   0.1908     0.222585   0.250513    0.381827    1.0       2.92754  GN4-29603         PHIBSS2               CO     2            
  631 0.0 0.0 2.24  1.58489002E11 199.526 1.25893   -0.0715976 -0.0558361 0.0269915   -0.0231989  1.25893   2.90509  zC-400569         PHIBSS2               CO     2            
  632 0.0 0.0 2.242 1.99526007E11 251.189 1.25893   -0.0485261 -0.0353526 0.0773281   -0.0237887  0.794328  2.90247  GN4-6789          PHIBSS2               CO     2            
  633 0.0 0.0 2.243 1.99526007E11 251.189 1.25893   -0.0487668 -0.0356105 0.0769462   -0.0240834  0.630958  2.90116  GN3-3121          PHIBSS2               CO     2            
  635 0.0 0.0 2.264 6.3095798E9   31.6228 5.01187   0.194136   0.244021   0.429375    0.569749    15.8489   2.87387  Q2346BX482_se     PHIBSS1               CO     1            
  636 0.0 0.0 2.288 1.99526007E11 158.489 0.794328  -0.259422  -0.247008  -0.14005    -0.23725    0.501187  2.84319  Q1700MD69         PHIBSS1               CO     1            
  637 0.0 0.0 2.298 9.9999998E10  199.526 1.99526   0.0681803  0.0875143  0.124388    0.159849    0.316228  2.83057  G3-3393           PHIBSS2               CO     2            
  640 0.0 0.0 2.309 3.9810802E10  50.1187 1.25892   -0.227541  -0.199189  -0.169954   -0.0433332  1.0       2.81678  COS4-02672        PHIBSS2               CO     2            
  641 0.0 0.0 2.325 3.1622801E11  630.957 1.99526   0.17862    0.185921   0.363076    0.152058    0.251188  2.79693  G4-17664          PHIBSS2               CO     2            
  643 0.0 0.0 2.329 1.25893001E11 100.0   0.794328  -0.315347  -0.299044  -0.24789    -0.249091   0.501187  2.79201  GN3-9864          PHIBSS2               CO     2            
  644 0.0 0.0 2.331 6.30958E10    125.893 1.99526   0.0144549  0.0374743  0.0575659   0.150336    1.0       2.78955  Q1623BX599        PHIBSS1               CO     1            
  645 0.0 0.0 2.336 1.58489002E11 251.189 1.58489   0.00635595 0.020275   0.0930224   0.048903    1.25893   2.78342  Q1700MD94_AGN     PHIBSS1               CO     1            
  646 0.0 0.0 2.342 2.51188003E11 158.489 0.630958  -0.348536  -0.339158  -0.204885   -0.352814   0.501188  2.77609  Q1700MD174_AGN    PHIBSS1               CO     1            
  653 0.0 0.0 2.458 9.9999998E10  158.489 1.58489   -0.0652878 -0.0495531 -0.0236544  0.0145851   0.398108  2.64041  409035            PHIBSS2               CO     2            
  654 0.0 0.0 2.46  6.30958E10    251.189 3.98107   0.288598   0.308013   0.324126    0.414032    0.794328  2.63816  GN3-5889          PHIBSS2               CO     2            
  656 0.0 0.0 2.488 1.99526007E11 158.489 0.794328  -0.302819  -0.292983  -0.211354   -0.293668   1.99526   2.60708  GN3-8482          PHIBSS2               CO     2            
